9000	473	631969	473	1756290	473	457011	473	248768	473	80827	473
9001	326	389409	326	388676	326	311881	326	134882	326	237975	326
9002	196	105468	196	164799	196	165610	196	69469	196	40310	196
9003	545	224649	545	111512	545	2074134	545	94264	545	46030	545
9004	243	103253	243	36166	243	171479	243	64920	243	27949	243
9005	563	62223	563	58059	563	215434	563	106184	563	49591	563
9006	410	90314	410	50719	410	239392	410	119807	410	46138	410
9007	375	43535	375	54394	375	125749	375	67469	375	31786	375
9008	235	58085	235	33221	235	886279	235	104721	235	54745	235
9009	224	41005	224	438570	224	188955	224	95242	224	40908	224
9010	297	39263	297	35379	297	98004	297	50451	289	26261	289
9011	459	21566	459	39032	459	1505827	459	99014	459	42803	459
9012	325	27012	325	33228	325	165487	325	74213	325	30994	325
9013	431	33520	431	41341	431	226769	431	105992	431	939346	431
9014	472	123108	472	46757	472	137816	472	189968	472	53744	472
9015	230	34254	230	542757	230	156134	230	83673	230	36019	213
9016	452	22334	452	35057	452	500772	452	172059	452	44083	452
9017	306	32281	306	28804	306	215281	306	111218	306	218767	306
9018	483	431423	483	37140	483	602196	483	108757	483	54697	483
9019	227	27549	227	25095	227	199504	227	89873	227	40914	227
9020	229	24634	229	15341	229	105719	229	49572	229	312484	229
9021	496	32298	496	2311834	496	146448	496	76614	496	33253	447
9022	286	19850	286	92676	286	326183	286	68825	286	28327	286
9023	387	31588	387	50443	387	556675	387	251747	387	42688	387
9024	393	43426	393	41982	393	423582	393	126290	393	55159	393
9025	295	87577	295	117267	295	153841	295	79065	295	37948	295
9026	512	26680	512	31574	512	274824	512	101662	512	43377	494
9027	184	26251	184	34707	184	253400	184	106691	184	46322	184
9028	317	22100	317	33713	317	177664	317	118508	317	38818	317
9029	372	26748	372	36279	372	266767	372	133933	372	52742	372
9030	296	72321	296	31312	296	283527	296	111111	296	43570	296
9031	309	40609	309	29943	309	267382	309	126794	309	54854	309
9032	501	28406	501	746951	501	170969	501	87669	501	41935	501
9033	100	23958	100	34477	100	184579	100	66638	100	30637	94
9034	253	40980	253	26842	253	683316	253	118541	253	42986	253
9035	585	22319	585	30229	585	540390	585	403278	585	129087	585
9036	584	21869	584	38263	584	192872	584	101203	584	43746	584
9037	231	28085	231	33893	231	1897376	231	62719	231	26714	208
9038	251	24625	251	33960	251	170353	251	87801	251	46498	251
9039	159	32129	159	24520	159	152213	159	91183	159	37439	159
9040	314	20981	314	17154	314	140402	314	77725	314	32695	314
9041	401	20916	401	21125	401	143272	401	77181	401	38398	401
9042	437	16006	437	22549	437	157371	437	78663	437	38671	437
9043	398	24799	398	20200	398	86505	398	60473	398	29867	375
9044	505	46697	505	31277	505	160091	505	78621	505	45944	505
9045	319	22655	319	31951	319	389723	319	260190	319	115045	319
9046	217	26361	217	18995	217	270862	217	226990	217	58902	217
9047	330	27597	330	16240	330	217586	330	89255	330	44802	330
9048	254	31233	254	97008	254	117908	254	56061	254	29676	243
9049	462	61442	462	22607	462	142852	462	87169	462	405102	461
