9050	798	2199501	798	5136681	798	2561788	798	844580	798	122905	798
9051	942	339326	942	5670052	942	427552	942	228448	942	120165	942
9052	740	929813	740	3148826	740	413837	740	247976	740	181171	732
9053	956	1249162	956	1022131	956	881260	956	705814	956	126426	956
9054	1501	201933	1501	1153334	1501	2379048	1501	345478	1501	159553	1501
9055	1351	1589410	1351	1029332	1351	2195414	1351	332820	1351	1377659	1346
9056	1375	1099561	1375	4850258	1375	1013907	1375	820228	1375	144115	1375
9057	1153	224743	1153	1376096	1153	556932	1153	300829	1153	152846	1153
9058	1234	245637	1234	508928	1234	788490	1234	322274	1234	172785	1234
9059	1260	1173478	1260	484373	1260	775435	1260	332477	1260	164903	1260
9060	1319	683086	1319	494680	1319	820123	1319	537760	1319	118027	1319
9061	1169	146925	1169	1231124	1169	576706	1169	295365	1169	285069	1169
9062	99	7266378	99	70291	99	287557	99	681810	99	66142	99
9063	1023	288321	1023	572116	1023	557865	1023	301743	1023	166407	1016
9064	1389	178027	1389	1134786	1389	776817	1389	309330	1389	211063	1389
9065	1168	296510	1168	1303057	1168	951753	1168	286028	1168	188961	1168
9066	1024	543629	1024	1120779	1024	580291	1024	326767	1024	126720	1024
9067	1195	319423	1195	1753907	1195	762073	1194	281008	1194	174510	1194
9068	872	277960	872	1094711	872	837147	872	307334	872	156067	872
9069	1099	4274964	1099	568254	1099	3132740	1099	451212	1099	207486	1099
9070	1286	207168	1286	960481	1286	2582034	1286	541179	1286	228963	1286
9071	1178	300408	1178	536142	1178	1358734	1178	1355292	1178	133500	1178
9072	1217	1531250	1217	1808814	1217	4064337	1216	527724	1216	538028	1216
9073	939	1184018	939	603472	939	573822	939	314792	939	123397	939
9074	784	258380	784	543312	784	619281	784	317936	784	186295	784
9075	1240	283186	1240	622443	1240	679288	1240	305014	1240	171181	1240
9076	917	1093313	917	421689	917	608676	917	334430	917	200352	917
9077	1033	478567	1033	629264	1033	593366	1033	300714	1033	187836	1033
9078	1386	131882	1386	594128	1386	644520	1386	326505	1386	129276	1386
9079	1266	197334	1266	525804	1266	671278	1266	546237	1266	198369	1266
9080	1054	2577613	1054	517248	1054	838833	1054	553397	1054	186676	1054
9081	980	1609524	980	1928631	980	658618	980	343193	980	176697	980
9082	952	1440056	952	1022066	952	640698	952	317863	952	174369	952
9083	1446	394550	1446	1069370	1446	1081587	1446	560811	1446	176080	1446
9084	1196	134823	1196	1155806	1196	341576	1196	198435	1196	90172	1196
9085	1062	134930	1062	909314	1062	376097	1062	177290	1062	101764	1062
9086	748	483958	748	549334	748	362579	748	191579	748	91325	748
9087	1059	305305	1059	1104045	1059	794512	1059	545511	1059	210752	1059
9088	1578	96027	1578	461797	1578	694669	1578	353156	1578	181430	1578
9089	694	412081	694	478698	694	903412	694	321871	694	185811	694
9090	1143	333501	1143	507158	1143	591223	1143	289397	1139	138769	1139
9091	1043	164087	1043	552383	1043	614233	1043	335538	1043	143708	1043
9092	1436	138047	1436	525205	1436	796179	1436	283088	1436	168444	1436
9093	1368	117890	1368	511691	1368	629521	1368	300360	1368	138571	1368
9094	1315	474962	1315	549255	1315	846962	1315	340520	1315	190085	1315
9095	1005	163316	1005	547881	1005	573550	1005	352917	1005	140165	1005
9096	1187	243473	1187	487455	1187	641282	1187	320681	1187	138150	1187
9097	959	473770	959	489736	959	579931	959	309908	959	179538	959
9098	925	488880	925	413247	925	549504	925	632556	925	222331	925
9099	1243	112916	1243	556746	1243	598639	1243	310192	1243	138511	1243
