9150	1995	37408147	1995	12517819	1995	4102802	1995	1733100	1995	694718	1995
9151	2623	5645117	2623	16221412	2623	4134944	2623	2290890	2623	1828243	2623
9152	2607	3574614	2607	4689883	2607	1704041	2607	1021881	2607	510539	2607
9153	2089	38560006	2089	6820637	2089	1450410	2089	884298	2089	554569	2089
9154	2062	2038970	2062	21178891	2062	4062808	2062	2498891	2062	560749	2062
9155	2723	4926136	2723	5671877	2723	1792595	2723	1039456	2723	503608	2723
9156	2193	3584170	2193	6036334	2193	1440829	2193	856945	2193	610317	2193
9157	2992	1790280	2992	5259822	2992	1843876	2992	840167	2992	281691	2992
9158	2197	2079333	2197	4008186	2197	808784	2197	427427	2197	140856	2197
9159	2551	14963819	2551	5537293	2551	1099831	2551	519151	2551	172341	2551
9160	2372	8456747	2372	7342979	2372	1809201	2372	725058	2372	747864	2372
9161	2116	2966076	2116	6908369	2116	1115147	2116	617439	2116	236242	2116
9162	2368	58198943	2368	5095322	2368	1702951	2368	652568	2368	282701	2368
9163	2440	3509241	2440	3298899	2440	1200466	2440	684371	2440	235196	2440
9164	1609	2491799	1609	6665372	1609	1649347	1609	516025	1609	190649	1609
9165	249	4816281625	249	599502	249	199161	249	85828	249	46210	249
9166	2184	3301821	2184	3924720	2184	1259040	2184	471880	2184	127824	2184
9167	1903	107306467	1903	4613848	1903	1005208	1903	611952	1903	212343	1903
9168	2359	12488491	2359	2778142	2359	920344	2359	457563	2359	151782	2359
9169	2550	1520204	2550	3256683	2550	956899	2550	571038	2550	152048	2550
9170	2796	6754062	2796	3339464	2796	1418011	2796	532925	2796	175927	2796
9171	1953	3120836	1953	2864199	1953	716777	1953	393250	1953	150672	1953
9172	2532	1161512	2532	3064527	2532	899259	2532	454067	2532	147609	2532
9173	2347	2768624	2347	2839479	2347	859255	2347	432381	2347	142918	2347
9174	2684	5169701	2684	3034024	2684	1259851	2684	675167	2684	249260	2684
9175	1903	3663141	1903	3754592	1903	1330652	1903	522154	1903	191213	1903
9176	2335	3174509	2335	4102878	2335	1340530	2335	596966	2335	167891	2332
9177	2365	2713263	2365	2980824	2365	864226	2365	432386	2365	140453	2360
9178	2249	8666312	2249	4250470	2249	1495442	2249	520352	2249	146723	2249
9179	2041	6928101	2041	3336075	2041	826830	2041	389695	2041	151072	2041
9180	2273	5967791	2273	3016808	2273	889090	2273	448807	2273	180554	2273
9181	2435	1412858	2435	2745617	2435	853032	2435	427350	2435	143910	2435
9182	2508	15930666	2508	2841684	2508	985344	2508	531571	2508	163594	2508
9183	1863	29792448	1863	3444517	1863	748256	1863	739810	1863	181837	1863
9184	2959	5712849	2959	4215060	2959	1706880	2959	878685	2959	285863	2959
9185	2411	1651565	2411	3292352	2411	968402	2411	688762	2411	228983	2411
9186	2456	9721563	2456	2824551	2456	921725	2456	668655	2456	246965	2456
9187	2333	4304221	2333	3196566	2333	914394	2333	446805	2333	178875	2333
9188	1983	12715079	1983	2898189	1983	749946	1983	377030	1983	147725	1983
9189	2041	14387439	2041	3080660	2041	903345	2041	400759	2041	132059	2041
9190	2338	5569599	2338	3107818	2338	978026	2338	447309	2338	173832	2338
9191	2818	671741	2818	2823143	2818	950412	2818	507234	2818	159226	2818
9192	2441	1916559	2441	3788336	2441	856121	2441	429430	2441	202892	2441
9193	1821	2996006	1821	3037254	1821	655543	1821	321099	1821	127347	1821
9194	2721	2631893	2721	3223071	2721	1127293	2721	645682	2721	243282	2721
9195	2421	1743372	2421	3462579	2421	950120	2421	470927	2421	173872	2421
9196	2475	2397117	2475	2862051	2475	974451	2475	501084	2475	160915	2475
9197	2417	1095926	2417	3014500	2417	933722	2417	477439	2417	144403	2417
9198	2033	7159914	2033	3042505	2033	763098	2033	410707	2033	126836	2033
9199	2168	26758501	2168	2880934	2168	871019	2168	429736	2168	169959	2164
